fiscal_year,location_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,primary_address_line_1,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,id
"2,020",W.E.B. Dubois Academic High School,Transfer School,High school,"09,10,11,12","09,10,11,12",402 EASTERN PARKWAY,996681,183219,-73.955188,40.669561,309
"2,020",Fort Hamilton High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",8301 SHORE ROAD,973673,167649,-74.038103,40.626827,310
"2,020",Academy of Arts and Letters,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",225 ADELPHI STREET,992321,190934,-73.970896,40.690742,302
"2,020",Brooklyn Collegiate: A College Board School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2021 BERGEN STREET,1008470,185011,-73.912685,40.674456,316
"2,020","Urban Assembly Young Women's Academy For Math, Sci",General Academic,Secondary School,6,,70 TOMPKINS AVENUE,998792,193107,-73.947557,40.696698,303
"2,020",Sheepshead Bay High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",3000 AVENUE X,1001848,155386,-73.936635,40.593157,315
"2,020",The Boerum Hill School for International Studies,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",284 BALTIC STREET,986110,188843,-73.993293,40.685006,306
"2,020",Brooklyn High School for Law and Technology,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1396 BROADWAY,1006269,190089,-73.920603,40.688399,303
"2,020",ACORN Community High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",561 GRAND AVENUE,994891,186508,-73.961636,40.678591,308
"2,020",Canarsie High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1600 ROCKAWAY PARKWAY,1012391,172660,-73.898601,40.640543,318
"2,020",FDNY - Captain Vernon A. Richard High School for F,General Academic,High school,"09,10,11,12,SE","09,10,11,12",400 PENNSYLVANIA AVENUE,1013345,182252,-73.895122,40.666868,305
"2,020",P.S. 503: The School of Discovery,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",330 59 STREET,978894,173157,-74.019299,40.64195,307
"2,020",High School for Civil Rights,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",400 PENNSYLVANIA AVENUE,1013345,182252,-73.895122,40.666868,305
"2,020",Franklin Delano Roosevelt High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",5800 20 AVENUE,989085,165633,-73.982583,40.621299,312
"2,020",P.S. 506: The School of Journalism & Technology,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",330 59 STREET,978894,173157,-74.019299,40.64195,307
"2,020",Performing Arts and Technology High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",400 PENNSYLVANIA AVENUE,1013345,182252,-73.895122,40.666868,305
"2,020",Achievement First Endeavor Charter School,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",510 WAVERLY AVENUE,993700,187903,-73.965928,40.682422,302
"2,020",Freedom Academy High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",116 NASSAU STREET,987987,193677,-73.986523,40.698274,302
"2,020",World Academy for Total Community Health High Scho,General Academic,High school,"09,10,11,12,SE","09,10,11,12",400 PENNSYLVANIA AVENUE,1013345,182252,-73.895122,40.666868,305
"2,020",Bushwick Outreach,Alternative,High school,NULL,NULL,231 PALMETTO STREET,1007781,192627,-73.9151,40.6954,304
"2,020",East New York Preparatory Charter School,General Academic,Elementary,"02,03,04,05","0K,01,02,03,04,05,06,07,08",210 CHESTER STREET,1008863,181999,-73.911279,40.666187,316
"2,020",Frederick Douglass Academy VII High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",226 BRISTOL STREET,1008635,181773,-73.912102,40.665568,316
"2,020",South Shore High School,General Academic,High school,"10,11,12","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Sunset Park Avenues Elementary School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",4222 4TH AVENUE,981864,176418,-74.008106,40.650793,307
"2,020",Leadership Prep Bedford Stuyvesant Uncommon Prep C,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",141 MACON STREET,999338,187723,-73.9456,40.68192,303
"2,020",Kappa V (Knowledge and Power Preparatory Academy),General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",985 ROCKAWAY AVENUE,1010148,178159,-73.906662,40.655644,316
"2,020",Cobble Hill School of American Studies,General Academic,High school,"09,10,11,12,SE","09,10,11,12",347 BALTIC STREET,986778,188793,-73.990884,40.684869,306
"2,020",Pacific High School,Transfer School,High school,12,"09,10,11,12",112 SCHERMERHORN STREET,987198,190665,-73.989369,40.690007,302
"2,020",District 18 ES#1,General Academic,Elementary,"0K,01,02,03,04,05,SE",,1077 REMSEN AVENUE,1009815,173437,-73.90788,40.642684,318
"2,020",Mott Hall IV,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1137 HERKIMER STREET,1007797,186347,-73.915106,40.678124,316
"2,020",New Horizons Preparatory School,General Academic,High school,6,,1925 STUART STREET,1001265,160336,-73.938721,40.606745,315
"2,020",International High School at Prospect Heights,General Academic,High school,"09,10,11,12,SE","09,10,11,12",883 CLASSON AVENUE,995155,183307,-73.960689,40.669805,309
"2,020",Edward R. Murrow High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1600 AVENUE L,995593,165042,-73.959141,40.619671,314
"2,020",Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",283 ADAMS STREET,987488,192349,-73.988323,40.694629,302
"2,020",The High School for Global Citizenship,General Academic,High school,"09,10,11,12,SE","09,10,11,12",883 CLASSON AVENUE,995155,183307,-73.960689,40.669805,309
"2,020",West Brooklyn Community High School,Transfer School,High school,"10,11,12","09,10,11,12",1053 41ST STREET,986428,173400,-73.992151,40.642619,312
"2,020",Metropolitan Corporate Academy High School,General Academic,High school,"10,11,12,SE","09,10,11,12",362 SCHERMERHORN STREET,989844,189259,-73.979829,40.686147,302
"2,020","School for Human Rights, The",General Academic,Secondary School,"09,10,11,12,SE","09,10,11,12",600 KINGSTON AVENUE,999832,179253,-73.943839,40.658671,309
"2,020",New Bridges Elementary,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1025 EASTERN PARKWAY,1002471,183221,-73.934316,40.669557,308
"2,020",School for Democracy and Leadership,General Academic,Secondary School,"09,10,11,12","06,07,08,09,10,11,12",600 KINGSTON AVENUE,999832,179253,-73.943839,40.658671,309
"2,020",Upper School @ P.S. 25,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",787 LAFAYETTE AVENUE,1000681,191204,-73.940749,40.691472,303
"2,020",Leon M. Goldstein High School for the Sciences,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1830 SHORE BOULEVARD,1002459,149994,-73.934449,40.578356,315
"2,020",Community Roots Charter School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",51 SAINT EDWARDS STREET,990441,192608,-73.977674,40.695339,302
"2,020",High School for Youth and Community Development at,General Academic,High school,"09,10,11,12,SE","09,10,11,12",911 FLATBUSH AVENUE,996134,175947,-73.957173,40.649602,314
"2,020",Achievement First Bushwick Charter School,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",1300 GREENE AVENUE,1006686,193550,-73.919088,40.697898,304
"2,020",High School for Service & Learning at Erasmus,General Academic,High school,"09,10,11,12,SE","09,10,11,12",911 FLATBUSH AVENUE,996134,175947,-73.957173,40.649602,314
"2,020",John Dewey High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",50 AVENUE X,989270,153527,-73.981925,40.58807,313
"2,020","Science, Technology and Research Early College Hig",General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",911 FLATBUSH AVENUE,996134,175947,-73.957173,40.649602,314
"2,020",International Arts Business School,General Academic,High school,,"09,10,11,12",600 KINGSTON AVENUE,999832,179253,-73.943839,40.658671,309
"2,020",EBC High School for Public Service - Bushwick,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1155 DEKALB AVENUE,1003851,192391,-73.929315,40.694723,304
"2,020",High School for Public Service: Heroes of Tomorrow,General Academic,High school,"09,10,11,12,SE","09,10,11,12",600 KINGSTON AVENUE,999832,179253,-73.943839,40.658671,309
"2,020",Brooklyn Academy of Science and the Environment,General Academic,High school,"09,10,11,12,SE","09,10,11,12",883 CLASSON AVENUE,995155,183307,-73.960689,40.669805,309
"2,020",Brooklyn School for Music & Theatre,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",883 CLASSON AVENUE,995155,183307,-73.960689,40.669805,309
"2,020",The Brooklyn School for Social Justice,General Academic,High school,"09,10,11,12,SE","09,10,11,12",400 IRVING AVENUE,1008721,193027,-73.911751,40.696457,304
"2,020",New York Harbor School,Career Technical,High school,,"09,10,11,12",400 IRVING AVENUE,1008721,193027,-73.911751,40.696457,304
"2,020",The Academy of Urban Planning and Engineering,General Academic,High school,"09,10,11,12,SE","09,10,11,12",400 IRVING AVENUE,1008721,193027,-73.911751,40.696457,304
"2,020",Brooklyn Academy High School,Transfer School,High school,"10,11,12","09,10,11,12",832 MARCY AVENUE,998707,188719,-73.947873,40.684654,303
"2,020",All City Leadership Secondary School,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",321 PALMETTO STREET,1008327,193359,-73.913172,40.697378,304
"2,020",Brooklyn College Academy,General Academic,High school,"09,10,11,12","09,10,11,12",350 CONEY ISLAND AVENUE,991933,175746,-73.972312,40.649055,307
"2,020",Bushwick Leaders High School for Academic Excellen,General Academic,High school,"09,10,11,12,SE","09,10,11,12",797 BUSHWICK AVENUE,1004396,192651,-73.927349,40.695436,304
"2,020",Brooklyn Gardens Elementary School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",574 DUMONT AVENUE,1012657,181733,-73.897604,40.665446,305
"2,020",Williamsburg High School for Architecture and Desi,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",257 NORTH  6 STREET,996776,199978,-73.954815,40.715561,301
"2,020",Life Academy High School for Film and Music,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2630 BENSON AVENUE,988051,155333,-73.986313,40.593028,313
"2,020",Williamsburg Preparatory School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",257 NORTH  6 STREET,996776,199978,-73.954815,40.715561,301
"2,020",Evergreen Middle School for Urban Exploration,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",125 COVERT STREET,1009046,190182,-73.910589,40.688647,304
"2,020",It Takes a Village Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",5800 TILDEN AVENUE,1005836,175271,-73.922212,40.647728,317
"2,020",Bushwick Community High School,Transfer School,High school,"09,10,11,12","09,10,11,12",231 PALMETTO STREET,1007760,192814,-73.915217,40.695875,304
"2,020",Brooklyn Community High School for Excellence and,General Academic,High school,"09,10,11,12,SE","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Brooklyn Theatre Arts High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Brownsville Academy High School,Transfer School,High school,"10,11,12,SE","09,10,11,12",1150 EAST NEW YORK AVENUE,1005367,182019,-73.923881,40.666251,316
"2,020",Kurt Hahn Expeditionary Learning School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",5800 TILDEN AVENUE,1005836,175271,-73.922212,40.647728,317
"2,020",M.S. 571,General Academic,Junior High-Intermediate-Middle,"06,08,SE","06,07,08",80 UNDERHILL AVENUE,993588,186494,-73.966333,40.678554,308
"2,020",Leaders High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2630 BENSON AVENUE,988051,155333,-73.986313,40.593028,313
"2,020",Upper Academy At Ps 23,General Academic,Junior High-Intermediate-Middle,NULL,"06,07,08",545 WILLOUGHBY AVENUE,998792,192149,-73.9476,40.6941,303
"2,020",Bedford Stuyvesant Preparatory High School,Transfer School,High school,"10,11,12","09,10,11,12",832 MARCY AVENUE,998707,188719,-73.947873,40.684654,303
"2,020",Victory Collegiate High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Conselyea Preparatory School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",208 NORTH  5 STREET,996087,199871,-73.9573,40.715268,301
"2,020",Brooklyn Bridge Academy,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Upper Academy At Ps 147,General Academic,Junior High-Intermediate-Middle,NULL,"06,07,08",325 BUSHWICK AVENUE,1001051,196203,-73.9394,40.7052,301
"2,020",Literacy Center - Brooklyn,Alternative,High school,NULL,10,832 MARCY AVENUE,998907,188846,-73.9472,40.685,303
"2,020","The Middle School of Media, Law and Fine Arts",General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",905 WINTHROP STREET,1004020,179408,-73.928744,40.659088,317
"2,020",M.S. 582,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",207 BUSHWICK AVENUE,1001055,197519,-73.939385,40.708804,301
"2,020",Multicultural High School,General Academic,High school,"09,10,11,12","09,10,11,12",999 JAMAICA AVENUE,1020493,191783,-73.869305,40.693002,305
"2,020",M.S. 584,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",130 ROCHESTER AVENUE,1004035,185020,-73.928673,40.674491,308
"2,020",Brooklyn Comprehensive Night High School,General Academic,High school,NULL,"11,12",6565 FLATLANDS AVENUE,1007361,170010,-73.9167,40.6333,318
"2,020",Lyons Community School,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",223 GRAHAM AVENUE,999647,197868,-73.944463,40.709765,301
"2,020",Middle School for the Arts,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",790 EAST NEW YORK AVENUE,1001919,180501,-73.936313,40.662092,309
"2,020",Middle School for Art and Philosophy,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1084 LENOX ROAD,1006497,178909,-73.919818,40.657712,317
"2,020",Arts & Media Preparatory Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",905 WINTHROP STREET,1004020,179408,-73.928744,40.659088,317
"2,020",Medgar Evers College Preparatory School,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1186 CARROLL STREET,997615,182210,-73.951823,40.66679,309
"2,020",Khalil Gibran International Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",362 SCHERMERHORN STREET,989844,189259,-73.979829,40.686147,302
"2,020",Excellence Boys Charter School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",239 PATCHEN AVENUE,1004815,188283,-73.925851,40.683446,303
"2,020",Gotham Professional Arts Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",561 GRAND AVENUE,994891,186508,-73.961636,40.678591,308
"2,020",Bedford Academy High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1119 BEDFORD AVENUE,997093,189021,-73.953692,40.685486,303
"2,020",M.S. 596 Peace Academy,General Academic,Junior High-Intermediate-Middle,,"06,07,08",300 WILLOUGHBY AVENUE,995847,191399,-73.95818,40.692015,303
"2,020",Middle School of Marketing and Legal Studies,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",905 WINTHROP STREET,1004020,179408,-73.928744,40.659088,317
"2,020",Brooklyn Landmark Elementary School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",251 MAC DOUGAL STREET,1009013,187279,-73.910719,40.680679,316
"2,020",Clara Barton High School,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",901 CLASSON AVENUE,995155,183307,-73.960689,40.669805,309
"2,020",George Westinghouse Career and Technical Education,Career Technical,High school,"08,09,10,11,12,SE","09,10,11,12",105 TECH PLACE,988103,192646,-73.986105,40.695444,302
"2,020",George Westinghouse Career and Technical Education,Career Technical,High school,"08,09,10,11,12,SE","09,10,11,12",105 TECH PLACE,988103,192646,-73.986105,40.695444,302
"2,020",Kings Collegiate Charter School,General Academic,K-12 all grades,"0K,01,02,03,05,06,07,08,09,10,11","0K,01,02,03,04,05,06,07,08,09,10,11,12",1084 LENOX ROAD,1006497,178909,-73.919818,40.657712,317
"2,020",Urban Assembly School for Criminal Justice,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",4200 16 AVENUE,989128,170661,-73.982424,40.6351,312
"2,020",A-Tech High School,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",50 BEDFORD AVENUE,997187,202123,-73.953328,40.721448,301
"2,020",Origins High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",3000 AVENUE X,1001848,155386,-73.936635,40.593157,315
"2,020",Community Preparatory High School,Alternative,High school,NULL,"09,10",40 EAST  29 STREET,988468,210490,-73.9848,40.7444,105
"2,020",Young Women's Leadership School of Brooklyn,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",325 BUSHWICK AVENUE,1001221,196135,-73.93879,40.705005,301
"2,020",Transit Tech Career and Technical Education High S,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1 WELLS STREET,1018830,186599,-73.875328,40.67878,305
"2,020",Brooklyn High School for Leadership and Community,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",300 WILLOUGHBY AVENUE,995847,191399,-73.95818,40.692015,303
"2,020",High School for Innovation in Advertising and Medi,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1600 ROCKAWAY PARKWAY,1012391,172660,-73.898601,40.640543,318
"2,020",Academy of Innovative Technology,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",999 JAMAICA AVENUE,1020493,191783,-73.869305,40.693002,305
"2,020",William E. Grady Career and Technical Education Hi,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",25 BRIGHTON  4TH ROAD,994315,151777,-73.963764,40.583263,313
"2,020",Paul Robeson High School,General Academic,High school,"11,12,SE","09,10,11,12",150 ALBANY AVENUE,1001092,185533,-73.939282,40.675905,308
"2,020",Achievement First Brownsville Charter School,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2021 BERGEN STREET,1008470,185011,-73.912685,40.674456,316
"2,020",Brighter Choice Community School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",280 HART STREET,1000534,191999,-73.941278,40.693654,303
"2,020",Brooklyn Brownstone School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",272 MACDONOUGH STREET,1002031,187582,-73.935891,40.681528,303
"2,020",Cultural Academy for the Arts and Sciences,General Academic,High school,"09,10,11,12,SE","09,10,11,12",5800 TILDEN AVENUE,1005836,175271,-73.922212,40.647728,317
"2,020",Professional Pathways High School,Transfer School,High school,"09,10,11,12","09,10,11,12",3000 AVENUE X,1001848,155386,-73.936635,40.593157,315
"2,020",General D. Chappie James Elementary School of Scie,General Academic,Elementary,"05,SE","0K,01,02,03,04,05",76 RIVERDALE AVENUE,1008247,179605,-73.913508,40.659618,316
"2,020",Frances Perkins Academy,General Academic,High school,"12,SE","09,10,11,12",50 BEDFORD AVENUE,997187,202123,-73.953328,40.721448,301
"2,020",High School for Medical Professions,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1600 ROCKAWAY PARKWAY,1012391,172660,-73.898601,40.640543,318
"2,020",General D. Chappie James Middle School of Science,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",76 RIVERDALE AVENUE,1008247,179605,-73.913508,40.659618,316
"2,020",Olympus Academy,Transfer School,High school,"09,10,11,12","09,10,11,12",755 EAST  100 STREET,1012387,174635,-73.898607,40.645965,318
"2,020",Olympus Academy,Transfer School,High school,"09,10,11,12","09,10,11,12",755 EAST  100 STREET,1012387,174635,-73.898607,40.645965,318
"2,020",Young Scholars' Academy for Discovery and Explorat,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",280 HART STREET,1000534,191999,-73.941278,40.693654,303
"2,020",Academy for Conservation and the Environment,General Academic,High school,"09,10,11,12,SE","09,10,11,12",6565 FLATLANDS AVENUE,1007307,170435,-73.916927,40.634451,318
"2,020",Brooklyn Lab School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",999 JAMAICA AVENUE,1020493,191783,-73.869305,40.693002,305
"2,020",Harry Van Arsdale High School,Career Technical,High school,NULL,"09,10,11,12",257 NORTH  6 STREET,996793,199800,-73.9548,40.7151,301
"2,020",Urban Action Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1600 ROCKAWAY PARKWAY,1012391,172660,-73.898601,40.640543,318
"2,020",Brooklyn Democracy Academy,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",985 ROCKAWAY AVENUE,1010148,178159,-73.906662,40.655644,316
"2,020",Eagle Academy for Young Men II,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1137 HERKIMER STREET,1007797,186347,-73.915106,40.678124,316
"2,020",EBC/ENY High School for Public Safety & Law,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1495 HERKIMER STREET,1010838,186133,-73.904143,40.677528,316
"2,020",Aspirations Diploma Plus High School,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",402 EASTERN PARKWAY,996681,183219,-73.955188,40.669561,309
"2,020",Metropolitan Diploma Plus High School,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",985 ROCKAWAY AVENUE,1010148,178159,-73.906662,40.655644,316
"2,020",Bedford Stuyvesant Collegiate Charter School,General Academic,Secondary School,"05,06,07,08","05,06,07,08,09,10,11,12",800 GATES AVENUE,1003090,189930,-73.932066,40.68797,303
"2,020",La Cima Charter School,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",800 GATES AVENUE,1003090,189930,-73.932066,40.68797,303
"2,020",PAVE Academy Charter School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",732 HENRY STREET,983175,185546,-74.003372,40.675936,306
"2,020",Brooklyn Ascend Charter School,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",205 Rockaway Parkway,1006323,180451,-73.92044,40.661945,317
"2,020",Van Siclen Community Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",800 VAN SICLEN AVE,1015961,179729,-73.885704,40.659934,305
"2,020",Brooklyn High School of the Arts,General Academic,High school,"09,10,11,12,SE","09,10,11,12",345 DEAN STREET,989723,188459,-73.980266,40.683951,302
"2,020",Cypress Hills Collegiate Preparatory School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",999 JAMAICA AVENUE,1020493,191783,-73.869305,40.693002,305
"2,020",W. H. Maxwell Career and Technical Education High,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",145 PENNSYLVANIA AVENUE,1013105,184765,-73.895976,40.673766,305
"2,020",Vista Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",350 LINWOOD STREET,1016367,185988,-73.884211,40.677112,305
"2,020",Liberty Avenue Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",350 LINWOOD STREET,1016367,185988,-73.884211,40.677112,305
"2,020",School of the Future Brooklyn,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",574 DUMONT AVENUE,1012657,181733,-73.897604,40.665446,305
"2,020",Brooklyn Environmental Exploration School (BEES),General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",251 MAC DOUGAL STREET,1009013,187279,-73.910719,40.680679,316
"2,020",Sunset Park High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",153 35TH STREET,983045,178123,-74.004342,40.655583,307
"2,020",Riverdale Avenue Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",76 RIVERDALE AVENUE,1008247,179605,-73.913508,40.659618,316
"2,020",Research and Service High School,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",1700 FULTON STREET,1003221,186472,-73.931604,40.678478,303
"2,020",Benjamin Banneker Academy,General Academic,High school,"09,10,11,12,SE","09,10,11,12",71-77 CLINTON AVENUE,992913,192627,-73.968759,40.695389,302
"2,020",Mott Hall Bridges Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",210 CHESTER STREET,1008863,181999,-73.911279,40.666187,316
"2,020",New Eagle Academy at K455,General Academic,Secondary School,"06,07,08,09,10,11,12",,1700 FULTON STREET,1003221,186472,-73.931604,40.678478,303
"2,020",East Brooklyn Community High School,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",9517 KINGS HIGHWAY,1006263,179711,-73.920658,40.659914,317
"2,020","City Polytechnic High School of Engineering, Archi",Career Technical,High school,"09,10,11,12,SE","09,10,11,12",105 TECH PLACE,988103,192646,-73.986105,40.695444,302
"2,020","City Polytechnic High School of Engineering, Archi",Career Technical,High school,"09,10,11,12,SE","09,10,11,12",105 TECH PLACE,988103,192646,-73.986105,40.695444,302
"2,020",Red Hook Neighborhood School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",27 HUNTINGTON STREET,982821,186259,-74.005151,40.677914,306
"2,020",East New York Elementary School of Excellence,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",605 SHEPHERD AVENUE,1017780,183165,-73.879131,40.669358,305
"2,020",East New York Middle School of Excellence,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",605 SHEPHERD AVENUE,1017780,183165,-73.879131,40.669358,305
"2,020",Achievement First Aspire Charter School,General Academic,Elementary,"0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08",982 HEGEMAN AVENUE,1018627,181876,-73.876084,40.665817,305
"2,020",Madiba Prep Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1014 LAFAYETTE AVENUE,1003152,191221,-73.9317,40.6921,303
"2,020",Madiba Prep Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1014 LAFAYETTE AVENUE,1003152,191221,-73.9317,40.6921,303
"2,020",The Academy of Talented Scholars,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",50 AVENUE P,987949,160421,-73.986678,40.606994,311
"2,020",School for Classics High School,General Academic,High school,"09,10,11,12,SE","09,10,11,12",370 FOUNTAIN AVENUE,1019054,183408,-73.874537,40.67002,305
"2,020",Millennium Brooklyn HS,General Academic,High school,"09,10,11,12,SE","09,10,11,12",237 7 AVENUE,990192,183105,-73.97858,40.669255,306
"2,020",El Puente Academy for Peace and Justice,General Academic,High school,"09,10,11,12,SE","09,10,11,12",250 HOOPER STREET,996521,196327,-73.955741,40.70554,301
"2,020",Brooklyn School of Inquiry,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",50 AVENUE P,987949,160421,-73.986678,40.606994,311
